STATE,STATE CODE,MAKE,MODEL,EV_VEHICLES,MILES/kWh,latitude,longitude
ILLINOIS,IL,FORD,ESCAPE,92,3,40.633125,-89.398528
ILLINOIS,IL,KIA,OPTIMA,89,3.5,40.633125,-89.398528
ILLINOIS,IL,SUBARU,CROSSTREK,85,3,40.633125,-89.398528
ILLINOIS,IL,MERCEDES-BENZ,GLE,83,2.5,40.633125,-89.398528
ILLINOIS,IL,TESLA,ROADSTER,83,4,40.633125,-89.398528
ILLINOIS,IL,LAND ROVER,RANGE ROVER,72,2,40.633125,-89.398528
ILLINOIS,IL,AUDI,E-TRON GT,59,2,40.633125,-89.398528
ILLINOIS,IL,LAND ROVER,RANGE ROVER SPORT,58,2,40.633125,-89.398528
ILLINOIS,IL,POLESTAR,2,56,2.5,40.633125,-89.398528
ILLINOIS,IL,AUDI,A7,54,2.5,40.633125,-89.398528
ILLINOIS,IL,CADILLAC,CT6,46,3,40.633125,-89.398528
ILLINOIS,IL,BMW,745,45,2,40.633125,-89.398528
ILLINOIS,IL,KARMA,REVERO,45,2.5,40.633125,-89.398528
ILLINOIS,IL,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,40,3,40.633125,-89.398528
ILLINOIS,IL,TH!NK,NEIGHBOR,38,2,40.633125,-89.398528
ILLINOIS,IL,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,37,3,40.633125,-89.398528
ILLINOIS,IL,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,33,3,40.633125,-89.398528
ILLINOIS,IL,LINCOLN,CORSAIR,33,3,40.633125,-89.398528
ILLINOIS,IL,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,32,3,40.633125,-89.398528
ILLINOIS,IL,PORSCHE,918,31,2,40.633125,-89.398528
ILLINOIS,IL,AUDI,RS E-TRON GT,28,2,40.633125,-89.398528
ILLINOIS,IL,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,27,3,40.633125,-89.398528
ILLINOIS,IL,FERRARI,SF90 STRADALE,29,2,40.633125,-89.398528
ILLINOIS,IL,MERCEDES-BENZ,S-CLASS,26,2.5,40.633125,-89.398528
ILLINOIS,IL,VOLVO,V60,25,2,40.633125,-89.398528
ILLINOIS,IL,TOYOTA,RAV4 EV,19,2,40.633125,-89.398528
ILLINOIS,IL,HONDA,ACCORD,16,3.5,40.633125,-89.398528
ILLINOIS,IL,AUDI,A8,15,2.5,40.633125,-89.398528
ILLINOIS,IL,MERCEDES-BENZ,C-CLASS,15,2.5,40.633125,-89.398528
ILLINOIS,IL,BENTLEY,BENTAYGA,13,3,40.633125,-89.398528
ILLINOIS,IL,INTERNATIONAL,ESTAR,12,3,40.633125,-89.398528
ILLINOIS,IL,KARMA,GS-6,9,2.5,40.633125,-89.398528
ILLINOIS,IL,HYUNDAI,TUCSON,8,3.5,40.633125,-89.398528
ILLINOIS,IL,LUCID,AIR,7,3,40.633125,-89.398528
ILLINOIS,IL,HYUNDAI,SANTA FE,7,3.5,40.633125,-89.398528
ILLINOIS,IL,MCLAREN,P1,6,2.5,40.633125,-89.398528
ILLINOIS,IL,FORD,Th!nk,6,2,40.633125,-89.398528
ILLINOIS,IL,BLUEBIRD,BUS,6,3.5,40.633125,-89.398528
ILLINOIS,IL,PROTERRA,BUS,6,3.5,40.633125,-89.398528
ILLINOIS,IL,POLESTAR,1,5,2.5,40.633125,-89.398528
ILLINOIS,IL,FREIGHTLINER,EB2,4,3,40.633125,-89.398528
ILLINOIS,IL,GEM,E6S 6-PASSENGER LOW SPEED VEHICLE,4,3,40.633125,-89.398528
ILLINOIS,IL,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,4,3,40.633125,-89.398528
ILLINOIS,IL,XOS,SV1,4,2.5,40.633125,-89.398528
ILLINOIS,IL,FORD,RANGER,3,3,40.633125,-89.398528
ILLINOIS,IL,WORKHORSE,W88,2,3,40.633125,-89.398528
ILLINOIS,IL,LION BUS,CV2,2,2.5,40.633125,-89.398528
ILLINOIS,IL,SMITH ELECTRIC,D75,1,2,40.633125,-89.398528
INDIANA,IN,TESLA,MODEL 3,6826,4,40.551217,-85.602364
INDIANA,IN,CHEVROLET,VOLT,5510,3.5,40.551217,-85.602364
INDIANA,IN,TESLA,MODEL S,3311,4,40.551217,-85.602364
INDIANA,IN,TESLA,MODEL Y,2227,4,40.551217,-85.602364
INDIANA,IN,NISSAN,LEAF,2208,3,40.551217,-85.602364
INDIANA,IN,CHEVROLET,BOLT,2146,3.5,40.551217,-85.602364
INDIANA,IN,FORD,FUSION,1886,3,40.551217,-85.602364
INDIANA,IN,CHRYSLER,PACIFICA,1644,3,40.551217,-85.602364
INDIANA,IN,TESLA,MODEL X,1575,4,40.551217,-85.602364
INDIANA,IN,FORD,C-MAX,1571,3,40.551217,-85.602364
INDIANA,IN,TOYOTA,PRIUS PRIME,1324,2,40.551217,-85.602364
INDIANA,IN,JEEP,WRANGLER,1061,2,40.551217,-85.602364
INDIANA,IN,BMW,I3,814,3.5,40.551217,-85.602364
INDIANA,IN,FORD,MUSTANG MACH-E,767,3,40.551217,-85.602364
INDIANA,IN,BMW,X5,659,2,40.551217,-85.602364
INDIANA,IN,KIA,NIRO,538,3.5,40.551217,-85.602364
INDIANA,IN,HONDA,CLARITY,480,3.5,40.551217,-85.602364
INDIANA,IN,TOYOTA,PRIUS PLUG-IN,422,2,40.551217,-85.602364
INDIANA,IN,VOLVO,XC90,353,2,40.551217,-85.602364
INDIANA,IN,AUDI,E-TRON,334,2,40.551217,-85.602364
INDIANA,IN,VOLKSWAGEN,ID4,296,3,40.551217,-85.602364
INDIANA,IN,MITSUBISHI,OUTLANDER,295,3.5,40.551217,-85.602364
INDIANA,IN,BMW,530,263,2,40.551217,-85.602364
INDIANA,IN,TOYOTA,RAV4,241,2,40.551217,-85.602364
INDIANA,IN,PORSCHE,TAYCAN,234,2,40.551217,-85.602364
INDIANA,IN,LINCOLN,AVIATOR,230,3,40.551217,-85.602364
INDIANA,IN,BMW,I8,190,2,40.551217,-85.602364
INDIANA,IN,BMW,X3,175,2,40.551217,-85.602364
INDIANA,IN,GEM,E825,169,3,40.551217,-85.602364
INDIANA,IN,VOLVO,XC60,169,2,40.551217,-85.602364
INDIANA,IN,FIAT,500,160,3.5,40.551217,-85.602364
INDIANA,IN,PORSCHE,CAYENNE,148,2,40.551217,-85.602364
INDIANA,IN,CADILLAC,ELR,145,3,40.551217,-85.602364
INDIANA,IN,AUDI,Q5 E,138,2.5,40.551217,-85.602364
INDIANA,IN,FORD,FOCUS,129,3,40.551217,-85.602364
INDIANA,IN,VOLVO,XC40,129,2,40.551217,-85.602364
INDIANA,IN,BMW,330,111,2,40.551217,-85.602364
INDIANA,IN,HYUNDAI,IONIQ,110,4,40.551217,-85.602364
INDIANA,IN,CHEVROLET,SPARK,100,3.5,40.551217,-85.602364
INDIANA,IN,AUDI,A3,95,2.5,40.551217,-85.602364
INDIANA,IN,KIA,SORENTO,94,3.5,40.551217,-85.602364
INDIANA,IN,SMARTCAR,FORTWO,91,2.5,40.551217,-85.602364
INDIANA,IN,VOLKSWAGEN,GOLF,90,3,40.551217,-85.602364
INDIANA,IN,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,85,3,40.551217,-85.602364
INDIANA,IN,MITSUBISHI,I-MIEV,81,3.5,40.551217,-85.602364
INDIANA,IN,PORSCHE,PANAMERA,74,2,40.551217,-85.602364
INDIANA,IN,KIA,SOUL EV,72,3.5,40.551217,-85.602364
INDIANA,IN,MINI,MINI COOPER,72,3,40.551217,-85.602364
INDIANA,IN,MERCEDES-BENZ,GLC,69,2.5,40.551217,-85.602364
INDIANA,IN,JAGUAR,I-PACE,67,2,40.551217,-85.602364
INDIANA,IN,FORD,ESCAPE,62,3,40.551217,-85.602364
INDIANA,IN,KIA,OPTIMA,60,3.5,40.551217,-85.602364
INDIANA,IN,MINI,COUNTRYMAN,57,3,40.551217,-85.602364
INDIANA,IN,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,50,3,40.551217,-85.602364
INDIANA,IN,HYUNDAI,SONATA,42,3.5,40.551217,-85.602364
INDIANA,IN,VOLVO,S60,41,2,40.551217,-85.602364
INDIANA,IN,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,39,3,40.551217,-85.602364
INDIANA,IN,BMW,740,37,2,40.551217,-85.602364
INDIANA,IN,SUBARU,CROSSTREK,34,3,40.551217,-85.602364
INDIANA,IN,MERCEDES-BENZ,B-CLASS,30,2.5,40.551217,-85.602364
INDIANA,IN,FISKER,KARMA,28,3,40.551217,-85.602364
INDIANA,IN,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,27,3,40.551217,-85.602364
INDIANA,IN,MERCEDES-BENZ,GLE,27,2.5,40.551217,-85.602364
INDIANA,IN,HYUNDAI,KONA,26,3.5,40.551217,-85.602364
INDIANA,IN,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,18,3,40.551217,-85.602364
INDIANA,IN,TESLA,ROADSTER,16,4,40.551217,-85.602364
INDIANA,IN,AZURE,TRANSIT CONNECT,15,2,40.551217,-85.602364
INDIANA,IN,POLESTAR,2,15,2.5,40.551217,-85.602364
INDIANA,IN,BLUEBIRD,BUS,14,3.5,40.551217,-85.602364
INDIANA,IN,TOYOTA,RAV4 EV,13,2,40.551217,-85.602364
INDIANA,IN,AUDI,E-TRON GT,13,2,40.551217,-85.602364
INDIANA,IN,MERCEDES-BENZ,C-CLASS,13,2.5,40.551217,-85.602364
INDIANA,IN,KARMA,REVERO,11,2.5,40.551217,-85.602364
INDIANA,IN,HONDA,ACCORD,11,3.5,40.551217,-85.602364
INDIANA,IN,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,10,3,40.551217,-85.602364
INDIANA,IN,FORD,RANGER,9,3,40.551217,-85.602364
INDIANA,IN,LAND ROVER,RANGE ROVER SPORT,9,2,40.551217,-85.602364
INDIANA,IN,FREIGHTLINER,EB2,9,3,40.551217,-85.602364
INDIANA,IN,LAND ROVER,RANGE ROVER,8,2,40.551217,-85.602364
INDIANA,IN,GEM,E6S 6-PASSENGER LOW SPEED VEHICLE,8,3,40.551217,-85.602364
INDIANA,IN,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,7,3,40.551217,-85.602364
INDIANA,IN,AUDI,A7,7,2.5,40.551217,-85.602364
INDIANA,IN,MERCEDES-BENZ,S-CLASS,7,2.5,40.551217,-85.602364
INDIANA,IN,VOLVO,S90,7,2,40.551217,-85.602364
INDIANA,IN,FORD,Th!nk,6,2,40.551217,-85.602364
INDIANA,IN,LION BUS,CV2,5,2.5,40.551217,-85.602364
INDIANA,IN,CADILLAC,CT6,5,3,40.551217,-85.602364
INDIANA,IN,LINCOLN,CORSAIR,5,3,40.551217,-85.602364
INDIANA,IN,HYUNDAI,TUCSON,5,3.5,40.551217,-85.602364
INDIANA,IN,BENTLEY,BENTAYGA,3,3,40.551217,-85.602364
INDIANA,IN,BYD TRANSIT,BUS,3,3.5,40.551217,-85.602364
INDIANA,IN,MERCEDES-BENZ,EQS,3,2.5,40.551217,-85.602364
INDIANA,IN,HYUNDAI,SANTA FE,3,3.5,40.551217,-85.602364
INDIANA,IN,MCLAREN,P1,3,2.5,40.551217,-85.602364
INDIANA,IN,DODGE,CARAVAN,3,3,40.551217,-85.602364
INDIANA,IN,BMW,745,3,2,40.551217,-85.602364
INDIANA,IN,BYD TRANSIT,TRACTOR TRUCK,3,2,40.551217,-85.602364
INDIANA,IN,PORSCHE,918,3,2,40.551217,-85.602364
INDIANA,IN,KALMAR,OTT,3,2.5,40.551217,-85.602364
INDIANA,IN,CHEVROLET,S10,2,3.5,40.551217,-85.602364
INDIANA,IN,AUDI,A8,1,2.5,40.551217,-85.602364
IOWA,IA,CHEVROLET,VOLT,2591,3.5,41.878003,-93.097702
IOWA,IA,TESLA,MODEL 3,2209,4,41.878003,-93.097702
IOWA,IA,CHEVROLET,BOLT,1187,3.5,41.878003,-93.097702
IOWA,IA,NISSAN,LEAF,1088,3,41.878003,-93.097702
IOWA,IA,CHRYSLER,PACIFICA,1022,3,41.878003,-93.097702
IOWA,IA,TESLA,MODEL S,1006,4,41.878003,-93.097702
IOWA,IA,TESLA,MODEL Y,916,4,41.878003,-93.097702
IOWA,IA,FORD,FUSION,825,3,41.878003,-93.097702
IOWA,IA,TOYOTA,PRIUS PRIME,749,2,41.878003,-93.097702
IOWA,IA,FORD,C-MAX,731,3,41.878003,-93.097702
IOWA,IA,JEEP,WRANGLER,485,2,41.878003,-93.097702
IOWA,IA,TESLA,MODEL X,405,4,41.878003,-93.097702
IOWA,IA,FORD,MUSTANG MACH-E,361,3,41.878003,-93.097702
IOWA,IA,BMW,X5,250,2,41.878003,-93.097702
IOWA,IA,HONDA,CLARITY,250,3.5,41.878003,-93.097702
IOWA,IA,KIA,NIRO,248,3.5,41.878003,-93.097702
IOWA,IA,BMW,I3,182,3.5,41.878003,-93.097702
IOWA,IA,MITSUBISHI,OUTLANDER,169,3.5,41.878003,-93.097702
IOWA,IA,TOYOTA,RAV4,153,2,41.878003,-93.097702
IOWA,IA,VOLVO,XC90,132,2,41.878003,-93.097702
IOWA,IA,VOLVO,XC60,131,2,41.878003,-93.097702
IOWA,IA,TOYOTA,PRIUS PLUG-IN,121,2,41.878003,-93.097702
IOWA,IA,AUDI,E-TRON,121,2,41.878003,-93.097702
IOWA,IA,VOLKSWAGEN,ID4,103,3,41.878003,-93.097702
IOWA,IA,GEM,E825,95,3,41.878003,-93.097702
IOWA,IA,BMW,530,88,2,41.878003,-93.097702
IOWA,IA,BMW,X3,87,2,41.878003,-93.097702
IOWA,IA,AUDI,Q5 E,87,2.5,41.878003,-93.097702
IOWA,IA,LINCOLN,AVIATOR,85,3,41.878003,-93.097702
IOWA,IA,VOLVO,XC40,74,2,41.878003,-93.097702
IOWA,IA,SMARTCAR,FORTWO,65,2.5,41.878003,-93.097702
IOWA,IA,MERCEDES-BENZ,GLC,61,2.5,41.878003,-93.097702
IOWA,IA,BMW,I8,59,2,41.878003,-93.097702
IOWA,IA,AUDI,A3,55,2.5,41.878003,-93.097702
IOWA,IA,VOLKSWAGEN,GOLF,46,3,41.878003,-93.097702
IOWA,IA,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,46,3,41.878003,-93.097702
IOWA,IA,HYUNDAI,IONIQ,44,4,41.878003,-93.097702
IOWA,IA,BMW,330,43,2,41.878003,-93.097702
IOWA,IA,CHEVROLET,SPARK,43,3.5,41.878003,-93.097702
IOWA,IA,FORD,FOCUS,43,3,41.878003,-93.097702
IOWA,IA,PORSCHE,CAYENNE,37,2,41.878003,-93.097702
IOWA,IA,MINI,MINI COOPER,34,3,41.878003,-93.097702
IOWA,IA,JAGUAR,I-PACE,34,2,41.878003,-93.097702
IOWA,IA,FIAT,500,33,3.5,41.878003,-93.097702
IOWA,IA,PORSCHE,TAYCAN,29,2,41.878003,-93.097702
IOWA,IA,MITSUBISHI,I-MIEV,29,3.5,41.878003,-93.097702
IOWA,IA,CADILLAC,ELR,29,3,41.878003,-93.097702
IOWA,IA,KIA,SORENTO,27,3.5,41.878003,-93.097702
IOWA,IA,FORD,ESCAPE,26,3,41.878003,-93.097702
IOWA,IA,HYUNDAI,KONA,24,3.5,41.878003,-93.097702
IOWA,IA,VOLVO,S60,19,2,41.878003,-93.097702
IOWA,IA,KIA,SOUL EV,19,3.5,41.878003,-93.097702
IOWA,IA,KIA,OPTIMA,19,3.5,41.878003,-93.097702
IOWA,IA,VOLVO,S90,17,2,41.878003,-93.097702
IOWA,IA,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,15,3,41.878003,-93.097702
IOWA,IA,MINI,COUNTRYMAN,11,3,41.878003,-93.097702
IOWA,IA,TESLA,ROADSTER,11,4,41.878003,-93.097702
IOWA,IA,SUBARU,CROSSTREK,11,3,41.878003,-93.097702
IOWA,IA,AUDI,E-TRON GT,10,2,41.878003,-93.097702
IOWA,IA,MERCEDES-BENZ,B-CLASS,10,2.5,41.878003,-93.097702
IOWA,IA,TH!NK,NEIGHBOR,10,2,41.878003,-93.097702
IOWA,IA,PORSCHE,PANAMERA,9,2,41.878003,-93.097702
IOWA,IA,LINCOLN,CORSAIR,9,3,41.878003,-93.097702
IOWA,IA,POLESTAR,2,9,2.5,41.878003,-93.097702
IOWA,IA,HYUNDAI,SONATA,8,3.5,41.878003,-93.097702
IOWA,IA,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,7,3,41.878003,-93.097702
IOWA,IA,TOYOTA,RAV4 EV,7,2,41.878003,-93.097702
IOWA,IA,HONDA,ACCORD,6,3.5,41.878003,-93.097702
IOWA,IA,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,6,3,41.878003,-93.097702
IOWA,IA,AUDI,A7,5,2.5,41.878003,-93.097702
IOWA,IA,BMW,740,5,2,41.878003,-93.097702
IOWA,IA,PROTERRA,BUS,5,3.5,41.878003,-93.097702
IOWA,IA,CADILLAC,CT6,5,3,41.878003,-93.097702
IOWA,IA,BENTLEY,BENTAYGA,4,3,41.878003,-93.097702
IOWA,IA,FISKER,KARMA,4,3,41.878003,-93.097702
IOWA,IA,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,3,3,41.878003,-93.097702
IOWA,IA,MERCEDES-BENZ,C-CLASS,3,2.5,41.878003,-93.097702
IOWA,IA,KARMA,REVERO,2,2.5,41.878003,-93.097702
IOWA,IA,CHANJE ENERGY,V8100,2,3.5,41.878003,-93.097702
IOWA,IA,BMW,745,2,2,41.878003,-93.097702
IOWA,IA,MERCEDES-BENZ,GLE,1,2.5,41.878003,-93.097702
IOWA,IA,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,1,3,41.878003,-93.097702
IOWA,IA,BLUEBIRD,BUS,1,3.5,41.878003,-93.097702
KANSAS,KS,TESLA,MODEL 3,2890,4,39.011902,-98.484246
KANSAS,KS,CHEVROLET,VOLT,2125,3.5,39.011902,-98.484246
KANSAS,KS,TESLA,MODEL S,1370,4,39.011902,-98.484246
KANSAS,KS,NISSAN,LEAF,1330,3,39.011902,-98.484246
KANSAS,KS,FORD,FUSION,1275,3,39.011902,-98.484246
KANSAS,KS,TESLA,MODEL Y,886,4,39.011902,-98.484246
KANSAS,KS,CHEVROLET,BOLT,794,3.5,39.011902,-98.484246
KANSAS,KS,FORD,C-MAX,768,3,39.011902,-98.484246
KANSAS,KS,CHRYSLER,PACIFICA,729,3,39.011902,-98.484246
KANSAS,KS,TOYOTA,PRIUS PRIME,698,2,39.011902,-98.484246
KANSAS,KS,TESLA,MODEL X,538,4,39.011902,-98.484246
KANSAS,KS,JEEP,WRANGLER,350,2,39.011902,-98.484246
KANSAS,KS,FORD,MUSTANG MACH-E,330,3,39.011902,-98.484246
KANSAS,KS,BMW,X5,282,2,39.011902,-98.484246
KANSAS,KS,BMW,I3,280,3.5,39.011902,-98.484246
KANSAS,KS,KIA,NIRO,255,3.5,39.011902,-98.484246
KANSAS,KS,AUDI,E-TRON,200,2,39.011902,-98.484246
KANSAS,KS,HONDA,CLARITY,197,3.5,39.011902,-98.484246
KANSAS,KS,TOYOTA,PRIUS PLUG-IN,190,2,39.011902,-98.484246
KANSAS,KS,VOLVO,XC90,157,2,39.011902,-98.484246
KANSAS,KS,LINCOLN,AVIATOR,128,3,39.011902,-98.484246
KANSAS,KS,TOYOTA,RAV4,115,2,39.011902,-98.484246
KANSAS,KS,VOLKSWAGEN,ID4,106,3,39.011902,-98.484246
KANSAS,KS,AUDI,Q5 E,104,2.5,39.011902,-98.484246
KANSAS,KS,SMARTCAR,FORTWO,103,2.5,39.011902,-98.484246
KANSAS,KS,PORSCHE,TAYCAN,102,2,39.011902,-98.484246
KANSAS,KS,BMW,X3,101,2,39.011902,-98.484246
KANSAS,KS,PORSCHE,CAYENNE,98,2,39.011902,-98.484246
KANSAS,KS,CHEVROLET,SPARK,96,3.5,39.011902,-98.484246
KANSAS,KS,FIAT,500,95,3.5,39.011902,-98.484246
KANSAS,KS,MITSUBISHI,OUTLANDER,90,3.5,39.011902,-98.484246
KANSAS,KS,VOLVO,XC60,90,2,39.011902,-98.484246
KANSAS,KS,BMW,530,86,2,39.011902,-98.484246
KANSAS,KS,KIA,SOUL EV,81,3.5,39.011902,-98.484246
KANSAS,KS,KIA,SORENTO,73,3.5,39.011902,-98.484246
KANSAS,KS,FORD,FOCUS,70,3,39.011902,-98.484246
KANSAS,KS,BMW,I8,69,2,39.011902,-98.484246
KANSAS,KS,VOLKSWAGEN,GOLF,63,3,39.011902,-98.484246
KANSAS,KS,VOLVO,XC40,60,2,39.011902,-98.484246
KANSAS,KS,GEM,E825,58,3,39.011902,-98.484246
KANSAS,KS,MINI,COUNTRYMAN,55,3,39.011902,-98.484246
KANSAS,KS,CADILLAC,ELR,50,3,39.011902,-98.484246
KANSAS,KS,VOLVO,S60,50,2,39.011902,-98.484246
KANSAS,KS,BMW,330,50,2,39.011902,-98.484246
KANSAS,KS,AUDI,A3,49,2.5,39.011902,-98.484246
KANSAS,KS,JAGUAR,I-PACE,46,2,39.011902,-98.484246
KANSAS,KS,HYUNDAI,IONIQ,44,4,39.011902,-98.484246
KANSAS,KS,MINI,MINI COOPER,42,3,39.011902,-98.484246
KANSAS,KS,MITSUBISHI,I-MIEV,41,3.5,39.011902,-98.484246
KANSAS,KS,PORSCHE,PANAMERA,34,2,39.011902,-98.484246
KANSAS,KS,HYUNDAI,SONATA,31,3.5,39.011902,-98.484246
KANSAS,KS,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,30,3,39.011902,-98.484246
KANSAS,KS,KIA,OPTIMA,25,3.5,39.011902,-98.484246
KANSAS,KS,MERCEDES-BENZ,GLC,23,2.5,39.011902,-98.484246
KANSAS,KS,BMW,740,17,2,39.011902,-98.484246
KANSAS,KS,FISKER,KARMA,16,3,39.011902,-98.484246
KANSAS,KS,FORD,ESCAPE,15,3,39.011902,-98.484246
KANSAS,KS,LAND ROVER,RANGE ROVER SPORT,14,2,39.011902,-98.484246
KANSAS,KS,TESLA,ROADSTER,12,4,39.011902,-98.484246
KANSAS,KS,MERCEDES-BENZ,B-CLASS,12,2.5,39.011902,-98.484246
KANSAS,KS,HYUNDAI,KONA,12,3.5,39.011902,-98.484246
KANSAS,KS,LINCOLN,CORSAIR,11,3,39.011902,-98.484246
KANSAS,KS,MERCEDES-BENZ,C-CLASS,9,2.5,39.011902,-98.484246
KANSAS,KS,CADILLAC,CT6,8,3,39.011902,-98.484246
KANSAS,KS,AUDI,E-TRON GT,7,2,39.011902,-98.484246
KANSAS,KS,SUBARU,CROSSTREK,7,3,39.011902,-98.484246
KANSAS,KS,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,6,3,39.011902,-98.484246
KANSAS,KS,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,6,3,39.011902,-98.484246
KANSAS,KS,AUDI,RS E-TRON GT,5,2,39.011902,-98.484246
KANSAS,KS,PORSCHE,918,5,2,39.011902,-98.484246
KANSAS,KS,TOYOTA,RAV4 EV,5,2,39.011902,-98.484246
KANSAS,KS,MCLAREN,P1,5,2.5,39.011902,-98.484246
KANSAS,KS,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,5,3,39.011902,-98.484246
KANSAS,KS,VOLVO,S90,5,2,39.011902,-98.484246
KANSAS,KS,TH!NK,NEIGHBOR,4,2,39.011902,-98.484246
KANSAS,KS,SMITH ELECTRIC,D100,4,2,39.011902,-98.484246
KANSAS,KS,AZURE,TRANSIT CONNECT,3,2,39.011902,-98.484246
KANSAS,KS,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,3,3,39.011902,-98.484246
KANSAS,KS,FORD,RANGER,3,3,39.011902,-98.484246
KANSAS,KS,AUDI,A8,3,2.5,39.011902,-98.484246
KANSAS,KS,VOLVO,V60,3,2,39.011902,-98.484246
KANSAS,KS,PROTERRA,BUS,2,3.5,39.011902,-98.484246
KANSAS,KS,FERRARI,SF90 STRADALE,2,2,39.011902,-98.484246
KANSAS,KS,LAND ROVER,RANGE ROVER,2,2,39.011902,-98.484246
KANSAS,KS,MERCEDES-BENZ,S-CLASS,1,2.5,39.011902,-98.484246
KANSAS,KS,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,1,3,39.011902,-98.484246
KANSAS,KS,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,1,3,39.011902,-98.484246
KENTUCKY,KY,TESLA,MODEL 3,3549,4,37.839333,-84.270018
KENTUCKY,KY,CHEVROLET,VOLT,2035,3.5,37.839333,-84.270018
KENTUCKY,KY,TESLA,MODEL S,1375,4,37.839333,-84.270018
KENTUCKY,KY,TESLA,MODEL Y,1231,4,37.839333,-84.270018
KENTUCKY,KY,NISSAN,LEAF,1066,3,37.839333,-84.270018
KENTUCKY,KY,CHEVROLET,BOLT,948,3.5,37.839333,-84.270018
KENTUCKY,KY,FORD,FUSION,772,3,37.839333,-84.270018
KENTUCKY,KY,CHRYSLER,PACIFICA,756,3,37.839333,-84.270018
KENTUCKY,KY,TOYOTA,PRIUS PRIME,734,2,37.839333,-84.270018
KENTUCKY,KY,TESLA,MODEL X,688,4,37.839333,-84.270018
KENTUCKY,KY,FORD,C-MAX,605,3,37.839333,-84.270018
KENTUCKY,KY,JEEP,WRANGLER,446,2,37.839333,-84.270018
KENTUCKY,KY,BMW,I3,337,3.5,37.839333,-84.270018
KENTUCKY,KY,FORD,MUSTANG MACH-E,294,3,37.839333,-84.270018
KENTUCKY,KY,BMW,X5,293,2,37.839333,-84.270018
KENTUCKY,KY,VOLVO,XC90,253,2,37.839333,-84.270018
KENTUCKY,KY,HONDA,CLARITY,225,3.5,37.839333,-84.270018
KENTUCKY,KY,TOYOTA,RAV4,184,2,37.839333,-84.270018
KENTUCKY,KY,AUDI,E-TRON,174,2,37.839333,-84.270018
KENTUCKY,KY,VOLKSWAGEN,ID4,165,3,37.839333,-84.270018
KENTUCKY,KY,BMW,530,159,2,37.839333,-84.270018
KENTUCKY,KY,TOYOTA,PRIUS PLUG-IN,158,2,37.839333,-84.270018
KENTUCKY,KY,KIA,NIRO,136,3.5,37.839333,-84.270018
KENTUCKY,KY,PORSCHE,TAYCAN,118,2,37.839333,-84.270018
KENTUCKY,KY,MITSUBISHI,OUTLANDER,113,3.5,37.839333,-84.270018
KENTUCKY,KY,BMW,X3,110,2,37.839333,-84.270018
KENTUCKY,KY,BMW,330,102,2,37.839333,-84.270018
KENTUCKY,KY,VOLVO,XC60,102,2,37.839333,-84.270018
KENTUCKY,KY,PORSCHE,CAYENNE,96,2,37.839333,-84.270018
KENTUCKY,KY,BMW,I8,78,2,37.839333,-84.270018
KENTUCKY,KY,GEM,E825,72,3,37.839333,-84.270018
KENTUCKY,KY,FORD,FOCUS,71,3,37.839333,-84.270018
KENTUCKY,KY,LINCOLN,AVIATOR,69,3,37.839333,-84.270018
KENTUCKY,KY,FIAT,500,66,3.5,37.839333,-84.270018
KENTUCKY,KY,CADILLAC,ELR,66,3,37.839333,-84.270018
KENTUCKY,KY,AUDI,A3,62,2.5,37.839333,-84.270018
KENTUCKY,KY,SMARTCAR,FORTWO,61,2.5,37.839333,-84.270018
KENTUCKY,KY,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,60,3,37.839333,-84.270018
KENTUCKY,KY,AUDI,Q5 E,59,2.5,37.839333,-84.270018
KENTUCKY,KY,PORSCHE,PANAMERA,57,2,37.839333,-84.270018
KENTUCKY,KY,VOLVO,XC40,53,2,37.839333,-84.270018
KENTUCKY,KY,CHEVROLET,SPARK,53,3.5,37.839333,-84.270018
KENTUCKY,KY,MERCEDES-BENZ,GLC,50,2.5,37.839333,-84.270018
KENTUCKY,KY,VOLKSWAGEN,GOLF,46,3,37.839333,-84.270018
